ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
2733,1.0,0.0,1.0,159.0,99.0,99.0,298.0,166.9686,852.1367,127.063,33.5596,36.9121,99.0,99.0,0.0,0.0,0.0,0.0,-0.007,0.056,0.01,10.0,4.0,10.0,1.0
2734,1.0,1.0,0.0,199.0,99.0,99.0,139.0,112.3755,193.0058,73.9797,40.302,24.5153,99.0,99.0,0.0,0.0,0.0,0.0,0.2978,0.3083,0.0179,8.0,8.0,3.0,1.0
2735,1.0,1.0,0.0,219.0,259.0,259.0,99.0,193.6421,200.09,119.2057,77.4355,104.0192,259.0,259.0,0.0,0.0,1.0,0.0,0.2283,0.4153,0.0259,7.0,10.0,6.0,2.0
2736,1.0,1.0,1.0,238.0,99.0,99.0,99.0,56.3028,105.1309,38.0789,57.7105,52.3259,99.0,99.0,2.0,754.0,1.0,993.0,0.2409,0.2374,0.0202,4.0,1.0,3.0,2.0
2737,1.0,0.0,1.0,139.0,179.0,179.0,199.0,230.9248,143.6672,199.0226,39.1472,36.6231,179.0,179.0,0.0,0.0,0.0,0.0,0.0386,0.1206,0.0201,6.0,3.0,3.0,1.0
2738,1.0,0.0,0.0,398.0,119.0,119.0,100.0,134.4554,159.0503,108.1896,46.2196,44.7214,119.0,119.0,1.0,219.0,1.0,119.0,0.1356,0.5531,0.0105,5.0,6.0,4.0,2.0
2739,1.0,0.0,1.0,99.0,219.0,219.0,119.0,119.2015,317.5661,165.8463,52.8867,61.8567,219.0,219.0,0.0,0.0,0.0,0.0,0.1242,0.1327,0.0261,6.0,9.0,3.0,1.0
2740,1.0,1.0,0.0,159.0,278.0,278.0,239.0,581.5325,103.0946,577.5483,44.7269,44.6346,278.0,278.0,0.0,0.0,0.0,0.0,0.152,0.374,0.0448,6.0,10.0,1.0,1.0
2741,1.0,1.0,0.0,99.0,139.0,139.0,99.0,159.8452,241.1327,77.1751,115.2313,81.5874,180.0,90.0,1.0,477.0,0.0,180.0,0.0208,0.1113,0.018,6.0,4.0,3.0,1.0
2742,2.0,1.0,1.0,119.0,100.0,200.0,219.0,196.8076,148.5842,160.0031,36.5,37.2324,200.0,100.0,0.0,0.0,0.0,199.0,0.2506,0.2776,0.0114,6.0,9.0,4.0,0.0
2743,1.0,0.0,0.0,219.0,139.0,139.0,139.0,149.9108,161.6052,155.3222,25.894,28.2312,139.0,139.0,0.0,0.0,1.0,278.0,0.1522,0.1172,0.0067,6.0,5.0,3.0,0.0
2744,1.0,1.0,0.0,219.0,139.0,139.0,80.0,122.8302,94.8314,80.1561,40.5123,50.3016,139.0,139.0,0.0,0.0,1.0,219.0,0.1471,0.2226,0.0184,5.0,2.0,4.0,2.0
2745,1.0,1.0,0.0,119.0,179.0,179.0,99.0,293.6018,560.386,259.1235,45.0694,25.7391,179.0,179.0,1.0,1033.0,0.0,278.0,0.0441,0.1411,0.0171,8.0,3.0,7.0,2.0
2746,1.0,1.0,0.0,179.0,139.0,139.0,159.0,89.9514,112.8683,38.0789,47.7127,49.6488,139.0,139.0,0.0,0.0,0.0,0.0,0.2141,0.4466,0.0184,7.0,7.0,3.0,1.0
2747,1.0,0.0,1.0,99.0,179.0,179.0,219.0,261.3054,177.4965,265.0679,4.5277,7.9057,179.0,179.0,0.0,0.0,0.0,0.0,0.2337,0.2962,0.0129,6.0,8.0,5.0,1.0
2748,1.0,1.0,0.0,179.0,219.0,219.0,119.0,102.2314,184.6943,59.0339,46.9601,66.4624,219.0,219.0,0.0,0.0,0.0,160.0,0.1212,0.1432,0.0315,7.0,1.0,2.0,1.0
2749,1.0,1.0,0.0,0.0,99.0,99.0,99.0,0.0,276.6464,0.0,101.8835,95.0815,99.0,99.0,0.0,0.0,0.0,0.0,0.1243,0.1968,0.0214,8.0,1.0,1.0,0.0
2750,1.0,1.0,1.0,100.0,259.0,259.0,339.0,602.5299,187.1851,695.1841,59.7599,66.7027,259.0,259.0,0.0,0.0,0.0,917.0,0.7562,0.9337,0.0394,6.0,6.0,1.0,2.0
2751,1.0,1.0,1.0,0.0,99.0,99.0,199.0,437.1032,159.7568,469.2398,29.3002,45.8394,159.0,159.0,2.0,3380.0,0.0,278.0,0.1708,0.4063,0.0287,6.0,5.0,3.0,1.0
2752,1.0,1.0,0.0,99.0,80.0,80.0,99.0,583.2752,183.4121,677.8687,97.889,89.0688,80.0,80.0,0.0,0.0,0.0,0.0,0.0153,0.0153,0.0387,4.0,7.0,1.0,0.0
2753,3.0,1.0,0.0,80.0,80.0,279.0,80.0,49.4495,157.6959,95.6033,103.9002,111.5706,279.0,93.0,0.0,0.0,0.0,0.0,0.361,0.2135,0.0568,10.0,4.0,1.0,1.0
2754,1.0,1.0,0.0,199.0,219.0,219.0,139.0,67.1863,96.8052,30.0167,39.3859,57.8662,278.0,278.0,0.0,0.0,0.0,278.0,0.2226,0.1886,0.0368,5.0,2.0,3.0,2.0
2755,2.0,1.0,1.0,99.0,99.0,179.0,80.0,206.9034,734.0138,125.1599,83.2541,75.5017,80.0,80.0,1.0,992.0,0.0,0.0,0.2831,0.6821,0.0181,6.0,3.0,6.0,2.0
2756,1.0,1.0,1.0,199.0,239.0,239.0,139.0,188.8207,135.9062,90.6697,100.6007,82.1173,239.0,239.0,0.0,0.0,1.0,557.0,0.4465,0.4465,0.0283,6.0,10.0,5.0,1.0
2757,1.0,0.0,1.0,219.0,179.0,179.0,139.0,123.4555,182.9624,68.0294,58.4209,64.4457,179.0,179.0,0.0,0.0,0.0,0.0,0.0083,0.0438,0.0275,6.0,1.0,2.0,0.0
2758,2.0,0.0,1.0,179.0,159.0,259.0,179.0,805.7745,105.5959,896.005,97.1815,49.5,278.0,139.0,1.0,3855.0,0.0,0.0,0.117,0.205,0.0199,6.0,5.0,1.0,0.0
2759,1.0,1.0,0.0,119.0,179.0,179.0,139.0,127.5245,143.6706,69.7209,68.8059,74.4312,179.0,179.0,0.0,0.0,0.0,0.0,0.1271,0.1461,0.0348,5.0,4.0,3.0,1.0
2760,2.0,0.0,1.0,239.0,219.0,538.0,120.0,146.1617,132.035,138.6542,35.5317,25.5196,638.0,638.0,2.0,3388.0,0.0,219.0,0.6427,1.4382,0.0394,3.0,3.0,3.0,0.0
2761,2.0,1.0,1.0,239.0,139.0,298.0,139.0,156.5008,93.5855,235.4782,77.4355,62.8828,298.0,149.0,0.0,0.0,1.0,298.0,-0.0422,-0.0062,0.0369,7.0,2.0,1.0,1.0
2762,1.0,1.0,0.0,239.0,339.0,339.0,239.0,135.0454,153.5985,155.541,37.769,32.6535,339.0,339.0,0.0,0.0,0.0,0.0,0.283,1.5165,0.0359,7.0,1.0,3.0,1.0
2763,1.0,1.0,0.0,159.0,159.0,159.0,100.0,361.8764,208.6295,337.2907,24.3311,39.8026,159.0,159.0,0.0,0.0,0.0,0.0,0.0701,0.0386,0.0178,9.0,2.0,6.0,1.0
2764,1.0,1.0,1.0,179.0,278.0,278.0,199.0,97.0477,148.3139,109.6221,49.4899,68.0147,278.0,278.0,1.0,298.0,0.0,377.0,0.0282,0.1212,0.04,7.0,4.0,1.0,1.0
2765,1.0,1.0,0.0,318.0,119.0,119.0,119.0,379.8585,281.5639,401.796,84.7127,64.0078,119.0,119.0,0.0,0.0,0.0,0.0,0.2636,0.2196,0.0338,6.0,6.0,1.0,2.0
2766,1.0,1.0,0.0,99.0,179.0,179.0,139.0,711.4389,103.2727,743.105,37.7922,48.3865,179.0,179.0,1.0,139.0,0.0,0.0,0.1177,0.0742,0.0257,6.0,2.0,2.0,0.0
2767,1.0,0.0,1.0,80.0,99.0,99.0,99.0,241.0985,355.3168,167.0449,82.5485,82.7103,99.0,99.0,1.0,1392.0,0.0,0.0,0.0689,0.1069,0.0334,8.0,3.0,7.0,2.0
2768,2.0,1.0,1.0,139.0,80.0,279.0,199.0,401.4038,51.0906,476.0011,74.0405,77.8845,179.0,89.5,1.0,973.0,0.0,179.0,0.4172,0.1587,0.023,7.0,1.0,1.0,0.0
2769,1.0,1.0,0.0,99.0,80.0,80.0,80.0,155.2417,321.624,194.1649,66.8973,67.4852,80.0,80.0,0.0,0.0,1.0,80.0,0.1042,0.2327,0.0135,5.0,1.0,1.0,1.0
2770,1.0,1.0,0.0,239.0,179.0,179.0,159.0,102.5,286.507,65.2993,35.107,24.1868,179.0,179.0,0.0,0.0,0.0,0.0,0.2373,0.2978,0.0323,7.0,5.0,2.0,1.0
2771,1.0,1.0,0.0,139.0,119.0,119.0,219.0,252.5124,275.5367,205.4069,60.7824,55.1113,119.0,119.0,0.0,0.0,0.0,0.0,0.2122,0.2497,0.0186,6.0,3.0,3.0,0.0
2772,1.0,0.0,1.0,99.0,139.0,139.0,159.0,249.5321,83.8824,383.064,120.3755,93.4679,377.0,188.5,0.0,0.0,0.0,377.0,0.1286,0.1771,0.0756,4.0,5.0,1.0,2.0
2773,1.0,1.0,0.0,338.0,119.0,119.0,80.0,124.0363,124.1219,134.2013,27.2029,60.6012,119.0,119.0,0.0,0.0,0.0,0.0,0.0741,0.2126,0.0272,6.0,10.0,1.0,0.0
2774,1.0,1.0,0.0,99.0,159.0,159.0,139.0,145.1516,141.3833,94.2444,44.5112,38.3471,159.0,159.0,0.0,0.0,0.0,0.0,0.1972,0.4082,0.0267,8.0,9.0,2.0,0.0
2775,2.0,1.0,1.0,119.0,99.0,198.0,80.0,358.522,698.8737,277.0451,85.92,99.0454,119.0,119.0,0.0,0.0,0.0,0.0,0.285,0.285,0.0298,6.0,9.0,5.0,2.0
2776,1.0,1.0,1.0,0.0,139.0,139.0,199.0,73.4456,130.0471,129.7266,88.278,78.9003,219.0,219.0,1.0,397.0,1.0,1095.0,0.002,0.225,0.0196,6.0,1.0,1.0,0.0
2777,1.0,1.0,0.0,99.0,99.0,99.0,119.0,295.1085,125.077,214.021,84.0387,70.445,99.0,99.0,0.0,0.0,0.0,0.0,0.169,0.17,0.0088,9.0,10.0,4.0,1.0
2778,4.0,1.0,0.0,159.0,238.0,675.0,259.0,149.5836,973.6411,54.231,106.5293,34.0074,675.0,168.75,0.0,0.0,0.0,0.0,0.3262,0.2142,0.0253,6.0,10.0,6.0,1.0
2779,2.0,1.0,0.0,80.0,80.0,199.0,159.0,126.58,200.5898,262.0172,138.0009,116.5268,199.0,99.5,0.0,0.0,1.0,199.0,0.0602,0.2052,0.0221,6.0,5.0,5.0,1.0
2780,1.0,0.0,1.0,139.0,99.0,99.0,278.0,266.0122,135.0926,212.8497,67.6794,74.6073,99.0,99.0,1.0,377.0,0.0,0.0,0.3077,0.3222,0.0105,5.0,9.0,3.0,1.0
2781,2.0,1.0,1.0,239.0,99.0,198.0,80.0,170.0,202.0,195.3586,75.5414,84.2882,198.0,99.0,0.0,0.0,0.0,0.0,0.2758,0.1784,0.0327,6.0,7.0,1.0,1.0
2782,1.0,1.0,1.0,199.0,199.0,199.0,219.0,502.4923,133.5234,586.5705,92.3106,14.0,398.0,199.0,0.0,0.0,1.0,199.0,-0.2023,0.0362,0.048,8.0,3.0,6.0,2.0
2783,1.0,1.0,0.0,279.0,180.0,180.0,20.0,122.3765,771.7624,46.2709,79.0142,68.1542,199.0,199.0,2.0,1416.0,1.0,597.0,0.6905,-0.105,0.005,6.0,3.0,6.0,2.0
2784,1.0,1.0,1.0,99.0,99.0,99.0,119.0,600.0533,204.7102,629.0032,38.9134,39.4588,119.0,119.0,0.0,0.0,0.0,119.0,0.2377,0.1472,0.0149,7.0,4.0,1.0,2.0
2785,1.0,1.0,1.0,159.0,139.0,139.0,497.0,72.2928,120.6451,95.7183,53.033,60.1041,139.0,139.0,2.0,2903.0,0.0,0.0,0.1934,0.2094,0.0143,5.0,4.0,1.0,0.0
2786,1.0,0.0,0.0,119.0,298.0,298.0,139.0,81.0015,107.4209,135.5655,67.6849,92.0489,298.0,298.0,0.0,0.0,0.0,0.0,0.0383,0.3568,0.1229,5.0,3.0,1.0,2.0
2787,1.0,1.0,0.0,80.0,179.0,179.0,139.0,881.0817,120.3007,989.0005,108.0417,117.517,199.0,199.0,0.0,0.0,1.0,199.0,0.1567,0.1427,0.0212,6.0,6.0,1.0,0.0
2788,1.0,1.0,1.0,99.0,417.0,417.0,258.0,445.018,143.7228,346.117,92.5014,108.1816,80.0,80.0,2.0,577.0,0.0,80.0,0.0583,0.1548,0.0154,5.0,5.0,4.0,2.0
2789,1.0,0.0,0.0,100.0,358.0,358.0,80.0,468.0021,229.0786,516.2829,94.7114,115.9073,358.0,358.0,1.0,417.0,0.0,1072.0,0.1335,0.3965,0.0499,7.0,4.0,1.0,2.0
2790,1.0,1.0,1.0,139.0,119.0,119.0,199.0,154.9298,119.8019,101.1237,52.6118,66.0303,119.0,119.0,1.0,854.0,0.0,0.0,0.2589,0.1599,0.0255,8.0,2.0,7.0,0.0
2791,1.0,1.0,0.0,99.0,179.0,179.0,298.0,185.1385,163.5619,39.0512,144.8189,125.1958,179.0,179.0,0.0,0.0,0.0,0.0,0.203,0.1995,0.0167,6.0,8.0,4.0,0.0
2792,1.0,1.0,0.0,139.0,119.0,119.0,159.0,661.159,0.0,656.0922,30.104,38.4513,199.0,199.0,1.0,139.0,1.0,397.0,0.3408,0.3408,0.035,5.0,2.0,1.0,2.0
2793,1.0,1.0,0.0,159.0,278.0,278.0,258.0,214.0707,112.5278,194.2498,35.5598,36.1732,278.0,278.0,0.0,0.0,1.0,179.0,0.095,0.2565,0.05,3.0,1.0,2.0,1.0
2794,2.0,1.0,0.0,219.0,219.0,338.0,159.0,151.8898,135.8538,179.201,82.1523,90.025,338.0,169.0,0.0,0.0,0.0,0.0,0.1023,0.2439,0.0569,4.0,2.0,1.0,1.0
2795,1.0,1.0,0.0,258.0,179.0,179.0,239.0,93.9601,197.7758,101.1187,33.7083,22.2036,179.0,179.0,0.0,0.0,0.0,179.0,0.1937,0.3512,0.0441,5.0,2.0,1.0,1.0
2796,1.0,1.0,1.0,139.0,139.0,139.0,298.0,166.0369,0.0,121.062,44.0284,55.3624,159.0,159.0,2.0,1311.0,0.0,537.0,0.0892,0.0892,0.0392,4.0,1.0,4.0,2.0
2797,1.0,1.0,0.0,99.0,99.0,99.0,119.0,126.5356,167.638,133.66,90.6228,68.0312,99.0,99.0,0.0,0.0,0.0,0.0,0.3235,0.385,0.008,5.0,9.0,1.0,1.0
2798,1.0,1.0,1.0,139.0,338.0,338.0,139.0,103.3501,86.093,10.2956,93.0121,78.0016,338.0,338.0,0.0,0.0,0.0,119.0,0.1441,0.3946,0.1165,4.0,2.0,2.0,2.0
2799,1.0,1.0,0.0,99.0,99.0,99.0,159.0,215.2539,675.6754,156.205,60.533,49.0765,99.0,99.0,0.0,0.0,0.0,0.0,0.085,0.115,0.0114,9.0,1.0,9.0,0.0
2800,1.0,1.0,0.0,0.0,219.0,219.0,159.0,777.4857,0.0,781.8261,27.6089,30.0707,338.0,338.0,0.0,0.0,0.0,0.0,0.4488,0.4488,0.0358,7.0,1.0,1.0,2.0
2801,1.0,1.0,1.0,99.0,119.0,119.0,119.0,352.4046,0.0,333.624,153.1217,154.4555,99.0,99.0,0.0,0.0,1.0,119.0,0.2544,0.2544,0.043,6.0,6.0,1.0,2.0
2802,1.0,1.0,0.0,139.0,119.0,119.0,159.0,275.5163,73.0154,337.0134,58.8069,73.4983,139.0,139.0,1.0,139.0,1.0,397.0,0.1668,0.2028,0.0245,5.0,2.0,1.0,2.0
2803,1.0,1.0,0.0,139.0,139.0,139.0,139.0,236.6268,324.389,237.4742,28.7837,14.7054,139.0,139.0,0.0,0.0,0.0,0.0,0.0563,0.1448,0.0244,8.0,5.0,5.0,1.0
2804,1.0,1.0,0.0,99.0,99.0,99.0,159.0,61.5731,194.0103,102.4207,45.5247,51.1004,99.0,99.0,0.0,0.0,0.0,0.0,0.0443,0.1538,0.0089,4.0,6.0,1.0,1.0
2805,1.0,0.0,1.0,279.0,179.0,179.0,179.0,240.5546,1097.7561,251.4538,15.8824,26.5047,119.0,119.0,0.0,0.0,1.0,238.0,-0.0103,0.3597,0.0185,6.0,3.0,3.0,1.0
2806,1.0,1.0,0.0,199.0,219.0,219.0,258.0,113.6354,113.5892,88.0738,38.4513,39.2747,219.0,219.0,1.0,1073.0,1.0,219.0,0.0215,0.153,0.0481,4.0,5.0,3.0,2.0
2807,1.0,1.0,0.0,99.0,159.0,159.0,159.0,247.4252,162.2906,94.2603,150.2406,138.7597,159.0,159.0,1.0,318.0,0.0,338.0,0.065,0.2915,0.0281,5.0,3.0,3.0,2.0
2808,1.0,1.0,0.0,199.0,199.0,199.0,179.0,175.5007,178.7659,158.1139,21.5523,13.2004,199.0,199.0,0.0,0.0,0.0,796.0,0.0079,0.1819,0.0261,5.0,2.0,3.0,0.0
2809,2.0,1.0,0.0,199.0,179.0,318.0,378.0,129.5782,0.0,70.0071,72.9452,103.0206,318.0,159.0,0.0,0.0,0.0,318.0,0.6741,0.6741,0.1583,5.0,3.0,5.0,2.0
2810,1.0,1.0,1.0,199.0,219.0,219.0,219.0,347.1041,87.9616,443.0181,96.6049,79.0063,438.0,438.0,1.0,179.0,0.0,936.0,0.175,0.2085,0.011,6.0,5.0,3.0,1.0
2811,1.0,1.0,0.0,139.0,179.0,179.0,239.0,98.6268,389.0145,70.0,42.9913,37.1652,179.0,179.0,1.0,239.0,0.0,0.0,0.2126,0.0921,0.0173,4.0,2.0,4.0,1.0
2812,2.0,0.0,1.0,119.0,278.0,576.0,0.0,816.5323,0.0,816.1201,63.1981,108.4528,576.0,288.0,0.0,0.0,0.0,576.0,0.1231,0.0291,0.0712,7.0,1.0,2.0,2.0
2813,2.0,1.0,0.0,119.0,119.0,218.0,99.0,141.1179,90.4489,64.0312,80.8084,19.6977,218.0,109.0,0.0,0.0,1.0,0.0,0.2274,0.3014,0.0699,6.0,10.0,5.0,2.0
2814,1.0,1.0,0.0,119.0,99.0,99.0,80.0,93.6803,145.2446,79.0253,26.2393,38.2688,99.0,99.0,0.0,0.0,0.0,0.0,0.3301,0.2431,0.0198,7.0,4.0,3.0,0.0
2815,1.0,0.0,1.0,80.0,139.0,139.0,99.0,348.246,185.2633,465.244,138.7813,109.6688,179.0,179.0,0.0,0.0,0.0,179.0,0.282,0.278,0.0462,6.0,4.0,1.0,0.0
2816,1.0,1.0,0.0,119.0,100.0,100.0,159.0,83.2721,377.002,113.8991,90.667,100.5112,100.0,100.0,0.0,0.0,0.0,0.0,0.4268,0.1743,0.0301,6.0,1.0,1.0,0.0
2817,1.0,1.0,0.0,119.0,99.0,99.0,338.0,474.5432,100.4241,535.7257,69.5593,56.8001,99.0,99.0,0.0,0.0,0.0,0.0,0.1031,0.2126,0.0226,6.0,7.0,1.0,0.0
2818,2.0,1.0,0.0,219.0,199.0,378.0,179.0,142.8863,543.5301,54.3415,90.1388,193.9826,378.0,189.0,0.0,0.0,0.0,0.0,0.2075,0.2075,0.0195,6.0,1.0,5.0,0.0
2819,1.0,1.0,1.0,199.0,219.0,219.0,179.0,79.5566,306.0065,157.4579,81.8917,86.338,139.0,139.0,1.0,736.0,1.0,139.0,-0.0107,0.3343,0.0244,5.0,3.0,3.0,2.0
2820,1.0,1.0,0.0,219.0,179.0,179.0,219.0,229.0546,163.3317,161.3753,69.5018,72.3896,179.0,179.0,0.0,0.0,0.0,0.0,-0.0529,0.1741,0.0165,8.0,9.0,6.0,1.0
2821,1.0,1.0,0.0,219.0,279.0,279.0,139.0,242.1921,131.595,213.7592,28.5701,46.1979,279.0,279.0,0.0,0.0,1.0,0.0,0.7267,0.2967,0.0312,5.0,5.0,3.0,2.0
2822,1.0,1.0,0.0,80.0,139.0,139.0,179.0,268.8215,252.2623,194.6587,70.6152,68.0661,139.0,139.0,0.0,0.0,0.0,0.0,-0.014,0.1335,0.0194,7.0,6.0,5.0,1.0
2823,2.0,1.0,0.0,219.0,259.0,478.0,437.0,130.3467,84.4423,158.8616,50.6187,70.7107,478.0,239.0,0.0,0.0,0.0,478.0,0.1366,0.0901,0.0545,3.0,4.0,1.0,0.0
2824,1.0,1.0,0.0,258.0,219.0,219.0,179.0,484.5209,457.3513,548.6164,62.155,55.8793,298.0,298.0,0.0,0.0,1.0,417.0,0.2936,0.2166,0.0275,4.0,3.0,1.0,2.0
2825,1.0,1.0,0.0,80.0,298.0,298.0,139.0,33.8711,121.064,37.3631,12.5399,12.1655,298.0,298.0,0.0,0.0,1.0,894.0,0.1955,0.13,0.02,5.0,6.0,2.0,2.0
2826,1.0,0.0,1.0,239.0,20.0,20.0,239.0,200.6795,155.1137,269.7035,70.5071,70.2638,20.0,20.0,1.0,458.0,0.0,219.0,0.3655,0.194,0.002,7.0,2.0,2.0,0.0
2827,1.0,1.0,0.0,99.0,99.0,99.0,139.0,138.1774,329.6673,99.2472,38.5519,38.5649,99.0,99.0,1.0,238.0,0.0,0.0,0.1038,0.2988,0.0509,4.0,2.0,4.0,1.0
2828,2.0,1.0,0.0,159.0,99.0,278.0,80.0,140.5569,99.4409,180.3691,52.8607,79.5629,278.0,139.0,0.0,0.0,0.0,0.0,0.2299,0.2724,0.1345,3.0,6.0,1.0,0.0
2829,1.0,1.0,0.0,159.0,159.0,159.0,99.0,101.0272,382.4585,15.6525,90.7042,102.617,159.0,159.0,0.0,0.0,0.0,0.0,0.1881,0.4466,0.0211,7.0,7.0,5.0,1.0
2830,1.0,1.0,0.0,159.0,119.0,119.0,179.0,257.8536,261.0306,298.9398,48.5644,56.0558,119.0,119.0,0.0,0.0,0.0,139.0,0.2055,0.123,0.0502,4.0,2.0,1.0,1.0
2831,1.0,0.0,1.0,119.0,219.0,219.0,99.0,182.4918,157.0199,88.459,90.05,75.2363,219.0,219.0,0.0,0.0,0.0,0.0,0.0394,0.2649,0.0187,7.0,5.0,4.0,1.0
2832,2.0,1.0,0.0,179.0,159.0,398.0,199.0,275.1404,135.559,369.4861,97.1043,54.6649,398.0,199.0,0.0,0.0,0.0,0.0,0.019,0.052,0.0267,7.0,4.0,1.0,1.0
2833,1.0,0.0,1.0,179.0,80.0,80.0,119.0,160.1999,460.7779,90.5539,66.1098,75.2213,80.0,80.0,0.0,0.0,0.0,0.0,0.0295,0.344,0.0127,5.0,6.0,4.0,1.0
2834,1.0,0.0,1.0,438.0,139.0,139.0,279.0,303.4967,194.1604,381.0354,82.9608,60.1041,399.0,399.0,1.0,1076.0,1.0,538.0,0.3036,0.3036,0.0281,5.0,2.0,2.0,0.0
2835,1.0,1.0,0.0,239.0,199.0,199.0,219.0,101.5997,103.0983,27.313,82.6514,66.5676,199.0,199.0,1.0,219.0,1.0,399.0,0.3762,0.3897,0.0247,6.0,9.0,4.0,2.0
2836,2.0,1.0,1.0,119.0,119.0,199.0,199.0,53.8145,241.6495,118.33,73.0154,83.0,139.0,139.0,0.0,0.0,1.0,278.0,0.0798,0.4633,0.0237,5.0,9.0,1.0,1.0
2837,3.0,0.0,1.0,119.0,139.0,338.0,99.0,229.2182,136.5009,449.1603,225.6247,222.1041,99.0,99.0,0.0,0.0,0.0,0.0,0.0283,0.0613,0.0121,5.0,5.0,2.0,2.0
2838,1.0,0.0,1.0,239.0,179.0,179.0,119.0,1337.6251,104.7342,26.0,1348.7161,53.7238,179.0,179.0,0.0,0.0,1.0,0.0,0.5045,1.9765,0.0045,8.0,9.0,7.0,0.0
2839,1.0,1.0,1.0,0.0,120.0,120.0,20.0,0.0,850.245,0.0,90.1471,60.0521,120.0,120.0,0.0,0.0,0.0,0.0,0.4637,0.9212,0.0182,5.0,1.0,1.0,0.0
2840,1.0,1.0,1.0,159.0,99.0,99.0,179.0,68.1836,51.0,114.7693,59.7704,65.4618,179.0,179.0,1.0,1473.0,0.0,0.0,0.1682,0.2292,0.0404,6.0,4.0,1.0,0.0
2841,2.0,1.0,0.0,179.0,80.0,160.0,119.0,239.0612,454.7202,152.2104,92.0054,112.2553,160.0,80.0,0.0,0.0,0.0,0.0,0.3453,0.2394,0.0243,7.0,10.0,5.0,0.0
2842,1.0,0.0,1.0,179.0,139.0,139.0,219.0,64.2359,204.0055,128.0976,62.6498,60.5083,139.0,139.0,0.0,0.0,1.0,278.0,0.0524,0.1729,0.0155,5.0,4.0,1.0,1.0
2843,1.0,1.0,0.0,298.0,99.0,99.0,159.0,112.0413,275.5454,43.1856,77.0097,84.0967,99.0,99.0,0.0,0.0,0.0,0.0,0.0126,-0.0139,0.0074,8.0,4.0,2.0,1.0
2844,1.0,1.0,1.0,80.0,139.0,139.0,159.0,314.331,140.2257,329.3706,17.9025,22.6385,139.0,139.0,1.0,9785.0,0.0,219.0,0.1169,0.0829,0.0128,3.0,7.0,2.0,1.0
2845,1.0,0.0,1.0,139.0,80.0,80.0,99.0,198.697,20.5061,161.5549,111.6524,103.5302,80.0,80.0,0.0,0.0,0.0,0.0,0.2128,0.2558,0.0177,4.0,5.0,1.0,0.0
2846,1.0,1.0,1.0,239.0,299.0,299.0,259.0,97.0,173.6491,40.7185,62.5,41.8718,478.0,478.0,1.0,319.0,0.0,0.0,-0.4869,0.6906,0.0427,5.0,5.0,4.0,1.0
2847,1.0,1.0,0.0,139.0,80.0,80.0,318.0,1295.8219,919.1632,120.204,1374.0615,196.1275,417.0,208.5,1.0,1133.0,0.0,417.0,0.4939,0.2094,0.0714,7.0,10.0,7.0,2.0
2848,1.0,1.0,0.0,318.0,199.0,199.0,239.0,485.7309,225.2293,537.3584,54.4059,61.0451,199.0,199.0,0.0,0.0,0.0,0.0,0.1727,-0.0453,0.0236,6.0,4.0,1.0,0.0
2849,1.0,1.0,0.0,80.0,159.0,159.0,298.0,168.3278,132.2422,61.0328,112.969,113.6497,119.0,119.0,1.0,3418.0,0.0,476.0,0.0661,0.0471,0.0083,4.0,6.0,4.0,0.0
2850,1.0,0.0,1.0,139.0,139.0,139.0,0.0,88.2043,0.0,48.3735,41.003,43.0465,139.0,139.0,0.0,0.0,0.0,0.0,0.6353,0.6353,0.0672,6.0,9.0,6.0,2.0
2851,1.0,1.0,0.0,318.0,298.0,298.0,258.0,168.6068,22.1923,160.2529,19.6787,9.5131,298.0,298.0,1.0,1232.0,0.0,0.0,0.0371,0.0371,0.0857,8.0,4.0,5.0,2.0
2852,1.0,1.0,0.0,179.0,239.0,239.0,219.0,60.5186,154.7336,73.0,88.8144,84.4408,239.0,239.0,0.0,0.0,0.0,239.0,0.1771,0.0971,0.0199,7.0,1.0,1.0,1.0
2853,1.0,1.0,1.0,179.0,259.0,259.0,179.0,121.7313,119.5377,229.0,111.1362,84.1799,179.0,179.0,1.0,815.0,1.0,4577.0,0.1088,0.0548,0.0131,7.0,4.0,4.0,2.0
2854,1.0,1.0,0.0,80.0,119.0,119.0,199.0,133.4625,128.2673,98.1529,34.0588,30.9071,119.0,119.0,0.0,0.0,0.0,0.0,0.253,0.278,0.0197,4.0,5.0,2.0,0.0
2855,1.0,1.0,1.0,199.0,258.0,258.0,80.0,700.9326,48.5412,733.0621,53.0212,72.2098,179.0,179.0,0.0,0.0,0.0,0.0,0.1898,0.1898,0.0332,7.0,6.0,1.0,0.0
2856,1.0,1.0,0.0,80.0,199.0,199.0,239.0,93.6923,159.2561,99.1817,4.5277,8.0623,199.0,199.0,0.0,0.0,0.0,0.0,0.38,0.518,0.0421,4.0,10.0,2.0,2.0
2857,1.0,1.0,1.0,159.0,139.0,139.0,497.0,178.6708,257.2086,165.0121,47.6051,35.4683,139.0,139.0,2.0,2903.0,0.0,0.0,0.0954,0.1309,0.0143,5.0,4.0,1.0,0.0
2858,1.0,1.0,1.0,239.0,139.0,139.0,239.0,146.7762,147.5076,84.4808,62.6279,62.2013,199.0,199.0,2.0,3363.0,0.0,359.0,0.3335,0.55,0.0235,6.0,10.0,6.0,1.0
